"%customer_name,","%customer_name,",theme,frontend/Magento/luma
"%name,","%name,",theme,frontend/Magento/luma
Inactive,Inactive,module,Magento_User
"It's time to <a href=""%1"">change your password</a>.","It's time to <a href=""%1"">change your password</a>.",module,Magento_User
It's time to change your password.,It's time to change your password.,module,Magento_User
Last login,Last login,module,Magento_User
Last Name is a required field.,Last Name is a required field.,module,Magento_User
Locked Users,Locked Users,module,Magento_User
Lockout Time (minutes),Lockout Time (minutes),module,Magento_User
Maximum Login Failures to Lockout Account,Maximum Login Failures to Lockout Account,module,Magento_User
New %changes for %user_name,New %changes for %user_name,module,Magento_User
New Role,New Role,module,Magento_User
New User,New User,module,Magento_User
or call us at %store_phone,or call us at %store_phone,module,Magento_User
Password Change,Password Change,module,Magento_User
Password Help,Password Help,module,Magento_User
Password is required field.,Password is required field.,module,Magento_User
Password Lifetime (days),Password Lifetime (days),module,Magento_User
Password Reset Confirmation for %name,Password Reset Confirmation for %name,module,Magento_User
Permissions,Permissions,module,Magento_User
Please correct the password reset token.,Please correct the password reset token.,module,Magento_User
Please correct this email address:,Please correct this email address:,module,Magento_User
Please enter an email address.,برجاء إدخال عنوان البريد الإلكتروني.,module,Magento_User
Please specify the correct account and try again.,Please specify the correct account and try again.,module,Magento_User
Recommended,Recommended,module,Magento_User
Reset a Password,Reset a Password,module,Magento_User
Retrieve Password,Retrieve Password,module,Magento_User
Role Info,Role Info,module,Magento_User
Role Information,Role Information,module,Magento_User
Role Name,Role Name,module,Magento_User
Role Resources,Role Resources,module,Magento_User
Role Users,Role Users,module,Magento_User
Roles,Roles,module,Magento_User
Roles Resources,Roles Resources,module,Magento_User
Save Role,Save Role,module,Magento_User
Save User,Save User,module,Magento_User
"Sorry, but this password has already been used. Please create another.","Sorry, but this password has already been used. Please create another.",module,Magento_User
"Thank you,","Thank you,",module,Magento_User
"Thanks,","Thanks,",module,Magento_User
There was recently a request to change the password for your account.,There was recently a request to change the password for your account.,module,Magento_User
This account is,هذا الحساب,module,Magento_User
This role no longer exists.,هذه القاعدة لم تعد موجودة.,module,Magento_User
This user no longer exists.,هذا المستخدم لم يعد موجودا.,module,Magento_User
Unlocked %1 user(s).,Unlocked %1 user(s).,module,Magento_User
User Info,معلومات المستخدم,module,Magento_User
User Information,معلومات المستخدم,module,Magento_User
User Name is a required field.,اسم المستخدم مطلوب.,module,Magento_User
User Notification Template,قالب تنبيهات المستخدم,module,Magento_User
User Role,دور المستخدم,module,Magento_User
User Roles,أدوار المستخدم,module,Magento_User
User Roles Information,معلومات أدوار المستخدمين,module,Magento_User
Users,مستخدمين,module,Magento_User
Warning!\r\nThis action will remove this user from already assigned role\r\nAre you sure?,Warning!\r\nThis action will remove this user from already assigned role\r\nAre you sure?,module,Magento_User
Warning!\r\nThis action will remove those users from already assigned roles\r\nAre you sure?,Warning!\r\nThis action will remove those users from already assigned roles\r\nAre you sure?,module,Magento_User
We can't find a user to delete.,لا يمكننا إيجاد المستخدم لحذفه.,module,Magento_User
We can't find a user to revoke.,We can't find a user to revoke.,module,Magento_User
We have received a request to change the following information associated with your account at %store_name: %changes.,We have received a request to change the following information associated with your account at %store_name: %changes.,module,Magento_User
We will disable this feature if the value is empty.,We will disable this feature if the value is empty.,module,Magento_User
We will disable this feature if the value is empty. ,We will disable this feature if the value is empty. ,module,Magento_User
We'll email you a link to reset your password.,We'll email you a link to reset your password.,module,Magento_User
We're unable to send the password reset email.,We're unable to send the password reset email.,module,Magento_User
You cannot delete self-assigned roles.,You cannot delete self-assigned roles.,module,Magento_User
You cannot delete your own account.,You cannot delete your own account.,module,Magento_User
You deleted the role.,You deleted the role.,module,Magento_User
You deleted the user.,قمت بحذف المستخدم.,module,Magento_User
You did not sign in correctly or your account is temporarily disabled.,You did not sign in correctly or your account is temporarily disabled.,module,Magento_User
You have entered an invalid password for current user.,لقد قمت بإدخال كلمة مرور غير صالحة للمستخدم الحالي.,module,Magento_User
You have revoked the user's tokens.,You have revoked the user's tokens.,module,Magento_User
You need more permissions to access this.,You need more permissions to access this.,module,Magento_User
You saved the role.,You saved the role.,module,Magento_User
You saved the user.,You saved the user.,module,Magento_User
Your account is temporarily disabled.,تم تعطيل حسابك مؤقتا.,module,Magento_User
Your password confirmation must match your password.,Your password confirmation must match your password.,module,Magento_User
Your password must be at least %1 characters.,Your password must be at least %1 characters.,module,Magento_User
Your password must include both numeric and alphabetic characters.,Your password must include both numeric and alphabetic characters.,module,Magento_User
Force Sign-In,إجبار على تسجيل الدخول,module,Magento_User
Reset,إعادة تعيين,module,Magento_User
Back to Sign in,ارجع إلى تسجيل الدخول,module,Magento_User
User Name,اسم المستخدم,module,Magento_User
username,اسم المستخدم,module,Magento_User
Username,اسم المستخدم,module,Magento_User
Reset Password,اعادة تعيين كلمة السر,module,Magento_User
Last Name,الاسم اﻷخير,module,Magento_User
First Name,الاسم اﻷول,module,Magento_User
User Email,البريد إلكتوني للمستخدم,module,Magento_User
Resource Access,الدخول الى الموارد,module,Magento_User
Please enter a valid email.,الرجاء إدخال بريد إلكتروني صحيح.,module,Magento_User
All,الكل,module,Magento_User
Back,الى الخلف,module,Magento_User
Your password reset link has expired.,انتهت صلاحية رابط إعادة تعيين كلمة المرور.,module,Magento_User
Email,بريد إلكتوني,module,Magento_User
email,بريد إلكتوني,module,Magento_User
Password Confirmation,تأكيد كلمة المرور,module,Magento_User
Confirm New Password,تأكيد كلمة المرور,module,Magento_User
Current User Identity Verification,تأكيد هوية المستخدم الحالي,module,Magento_User
ID,تعريف,module,Magento_User
User ID,تعريف المستخدم,module,Magento_User
Status,حالة,module,Magento_User
Role,دور,module,Magento_User
Unlock,فتح الغلق,module,Magento_User
Unlocked,فتح الغلق,module,Magento_User
"Email template chosen based on theme fallback when ""Default"" option is selected.","قالب البريد الإلكتروني المختار على أساس السمة العامة تراجع عند تحديد الخيار ""الافتراضي"".",module,Magento_User
You updated your password.,قمت بتحديث كلمة المرور الخاصة بك.,module,Magento_User
Your Password,كلمة السر الخاصة بك,module,Magento_User
New Password,كلمة سر جديدة,module,Magento_User
Password,كلمه السر,module,Magento_User
password,كلمه السر,module,Magento_User
Interface Locale,لغة الواجهة ,module,Magento_User
Custom,مخصص,module,Magento_User
Account Information,معلومات الحساب,module,Magento_User
Resources,موارد,module,Magento_User
Forgot your password?,نسيت رقمك السري؟,module,Magento_User
System,نظام,module,Magento_User
Are you sure you want to do this?,هل أنت متأكد أنك تريد أن تفعل هذا؟,module,Magento_User
 is required., مطلوب.,module,Magento_Usps
Calculate Handling Fee, حساب رسوم المعالجة,module,Magento_Usps
Enabled for Checkout,Enabled for Checkout,module,Magento_Usps
Field ,Field ,module,Magento_Usps
First-Class Mail International Large Envelope,First-Class Mail International Large Envelope,module,Magento_Usps
First-Class Mail International Letter,First-Class Mail International Letter,module,Magento_Usps
First-Class Mail International Postcard,First-Class Mail International Postcard,module,Magento_Usps
First-Class Mail Large Envelope,First-Class Mail Large Envelope,module,Magento_Usps
First-Class Mail Large Postcards,First-Class Mail Large Postcards,module,Magento_Usps
First-Class Mail Letter,First-Class Mail Letter,module,Magento_Usps
First-Class Mail Parcel,First-Class Mail Parcel,module,Magento_Usps
First-Class Mail Postcards,First-Class Mail Postcards,module,Magento_Usps
First-Class Package International Service,First-Class Package International Service,module,Magento_Usps
First-Class Package Service,First-Class Package Service,module,Magento_Usps
First-Class Package Service Hold For Pickup,First-Class Package Service Hold For Pickup,module,Magento_Usps
Flat,Flat,module,Magento_Usps
Flat-Rate Box,Flat-Rate Box,module,Magento_Usps
Flat-Rate Envelope,Flat-Rate Envelope,module,Magento_Usps
For some reason we can't retrieve tracking info right now.,For some reason we can't retrieve tracking info right now.,module,Magento_Usps
Gift,Gift,module,Magento_Usps
Global Express Guaranteed (GXG),Global Express Guaranteed (GXG),module,Magento_Usps
Global Express Guaranteed Document,Global Express Guaranteed Document,module,Magento_Usps
Global Express Guaranteed Non-Document Non-Rectangular,Global Express Guaranteed Non-Document Non-Rectangular,module,Magento_Usps
Global Express Guaranteed Non-Document Rectangular,Global Express Guaranteed Non-Document Rectangular,module,Magento_Usps
Large,Large,module,Magento_Usps
Letter,Letter,module,Magento_Usps
Library Mail,Library Mail,module,Magento_Usps
Media Mail,Media Mail,module,Magento_Usps
Merchandise,Merchandise,module,Magento_Usps
Non-rectangular,Non-rectangular,module,Magento_Usps
Other,Other,module,Magento_Usps
Parcel,Parcel,module,Magento_Usps
Priority Mail,Priority Mail,module,Magento_Usps
Priority Mail Express,Priority Mail Express,module,Magento_Usps
Priority Mail Express Flat Rate Envelope,Priority Mail Express Flat Rate Envelope,module,Magento_Usps
Priority Mail Express Flat Rate Envelope Hold For Pickup,Priority Mail Express Flat Rate Envelope Hold For Pickup,module,Magento_Usps
Priority Mail Express Hold For Pickup,Priority Mail Express Hold For Pickup,module,Magento_Usps
Priority Mail Express International,Priority Mail Express International,module,Magento_Usps
Priority Mail Express International Flat Rate Envelope,Priority Mail Express International Flat Rate Envelope,module,Magento_Usps
Priority Mail Express International Legal Flat Rate Envelope,Priority Mail Express International Legal Flat Rate Envelope,module,Magento_Usps
Priority Mail Express International Padded Flat Rate Envelope,Priority Mail Express International Padded Flat Rate Envelope,module,Magento_Usps
Priority Mail Express Legal Flat Rate Envelope,Priority Mail Express Legal Flat Rate Envelope,module,Magento_Usps
Priority Mail Express Legal Flat Rate Envelope Hold For Pickup,Priority Mail Express Legal Flat Rate Envelope Hold For Pickup,module,Magento_Usps
